Part Number,Product Name,Marketing name,Tagline,KSP,Link,Part Number,Title,CPU,GPU,OS,Office,Panel Size,Resolution,Brightness,RAM,SSD,IO Port,Weight (with Battery),Size,Expansion Slot,Include in the box,Battery,Power Supply,Security
90NX08M3-M008T0,CX1405CKA-S64810,ASUS Chromebook CX14,"Every experience, stepped up","- Full-Function USB-C — power and display through one port, alongside HDMI and USB-A
- Ultra-Light 1.4kg Design in Elegant  Fabric Blue with Dual-Tapered Edges
- Worry-free durability with 3-year international warranty and 24 military-grade tests passed",0,90NX08M3-M008T0,ASUS Chromebook CX14 (Intel® Celeron® N4500 1.1/LPDDR4X/128GB/ChromeOS/CX1405CKA),Intel® Celeron® N4500 1.1 GHz,Intel® UHD Graphics,ChromeOS,,"14""",FHD 1920X1080 16:9,300nits,8GB LPDDR4X,128GB EMMC,"1x USB 3.2 Gen 1 Type-A
1x USB 3.2 Gen 1 Type-C support display / power delivery
1x HDMI 1.4
1x 3.5mm Combo Audio Jack",1.41 Kg,32.45 x 21.44 x 1.70 ~ 1.99 cm,No expansion slot,Not included,42WHrs,"TYPE-C, 45W AC Adapter",
90NX08Z1-M000S0,BG1409CVA-S63850W,ASUS ExpertBook BG1,Trusted by IT Experts. Built for Worry-Free Business.,"- Dual USB-C (PD/DP) with RJ-45, HDMI, USB-A—one cable powers and displays
- Tool-less access to an open SO-DIMM and M.2 slot enables rapid RAM or SSD upgrades
- 3-year warranty plus MIL-STD-810H toughness ensure built-in long-term reliability",https://drive.google.com/drive/folders/1d5knYxQIEJULaPttrlz6id8RJMjrJBwn?usp=drive_link,90NX08Z1-M000S0,ASUS ExpertBook BG1 (i3-1315U/8GB/512GB/Win 11 Home/BG1409CVA),Intel® Core™ i3-1315U 1.2 GHz,Intel® UHD Graphics,Windows 11 Home,M365 FREE TRIAL 30D(WW),"14""",FHD 1920X1080 16:9,300nits,DDR5 8GB,512GB 2280 PCIE G4 SSD,"2x USB 3.2 Gen 1 Type-A
2x USB 3.2 Gen 2 Type-C support display / power delivery
1x HDMI 1.4
1x 3.5mm Combo Audio Jack
1x RJ45 Gigabit Ethernet",1.4 Kg,32.45 x 21.44 x 1.97 ~ 1.97 cm,"2x DDR5 SO-DIMM slots
1x M.2 2230 PCIe 4.0x4
1x M.2 2280 PCIe 4.0x4","Backpack
Carry bag
USB-C to USB-C cable",42WHrs,"TYPE-C, 65W AC Adapter",W/FINGERPRINT
90NX08Z1-M00180,BG1409CVA-S65850W,ASUS ExpertBook BG1,Trusted by IT Experts. Built for Worry-Free Business.,"- Dual USB-C (PD/DP) with RJ-45, HDMI, USB-A—one cable powers and displays
- Tool-less access to an open SO-DIMM and M.2 slot enables rapid RAM or SSD upgrades
- 3-year warranty plus MIL-STD-810H toughness ensure built-in long-term reliability",https://drive.google.com/drive/folders/17w243qOUfVGBUWsv7ctQeYEmSAClm8xx?usp=drive_link,90NX08Z1-M00180,ASUS ExpertBook BG1 (i5-1334U/8GB/512GB/Win 11 Home/BG1409CVA),Intel® Core™ i5-1334U 1.3 GHz,Intel® UHD Graphics,Windows 11 Home,M365 FREE TRIAL 30D(WW),"14""",FHD 1920X1080 16:9,300nits,DDR5 8GB,512GB 2280 PCIE G4 SSD,"2x USB 3.2 Gen 1 Type-A
2x USB 3.2 Gen 2 Type-C support display / power delivery
1x HDMI 1.4
1x 3.5mm Combo Audio Jack
1x RJ45 Gigabit Ethernet",1.407 Kg,32.45 x 21.44 x 1.97 ~ 1.97 cm,"2x DDR5 SO-DIMM slots
1x M.2 2230 PCIe 4.0x4
1x M.2 2280 PCIe 4.0x4","Backpack
Carry bag
USB-C to USB-C cable",50WHrs,"TYPE-C, 65W AC Adapter",W/FINGERPRINT
90NX08Z1-M00190,BG1409CVA-S65850X,ASUS ExpertBook BG1,Trusted by IT Experts. Built for Worry-Free Business.,"- Dual USB-C (PD/DP) with RJ-45, HDMI, USB-A—one cable powers and displays
- Tool-less access to an open SO-DIMM and M.2 slot enables rapid RAM or SSD upgrades
- 3-year warranty plus MIL-STD-810H toughness ensure built-in long-term reliability",https://drive.google.com/drive/folders/1mU1n5uXIV4ZbtbPgCj5Geo7z1z78qz6Y?usp=drive_link,90NX08Z1-M00190,ASUS ExpertBook BG1 (i5-1334U/8GB/512GB/Win 11 Pro/BG1409CVA),Intel® Core™ i5-1334U 1.3 GHz,Intel® UHD Graphics,Windows 11 Pro,M365 FREE TRIAL 30D(WW),"14""",FHD 1920X1080 16:9,300nits,DDR5 8GB,512GB 2280 PCIE G4 SSD,"2x USB 3.2 Gen 1 Type-A
2x USB 3.2 Gen 2 Type-C support display / power delivery
1x HDMI 1.4
1x 3.5mm Combo Audio Jack
1x RJ45 Gigabit Ethernet",1.407 Kg,32.45 x 21.44 x 1.97 ~ 1.97 cm,"2x DDR5 SO-DIMM slots
1x M.2 2230 PCIe 4.0x4
1x M.2 2280 PCIe 4.0x4","Backpack
Carry bag
USB-C to USB-C cable",50WHrs,"TYPE-C, 65W AC Adapter",W/FINGERPRINT
90NX08Z1-M001A0,BG1409CVA-S65150W,ASUS ExpertBook BG1,Trusted by IT Experts. Built for Worry-Free Business.,"- Dual USB-C (PD/DP) with RJ-45, HDMI, USB-A—one cable powers and displays
- Tool-less access to an open SO-DIMM and M.2 slot enables rapid RAM or SSD upgrades
- 3-year warranty plus MIL-STD-810H toughness ensure built-in long-term reliability",https://drive.google.com/drive/folders/1JX6Mhv1vf949Z1JaZkF5bjPFcmjhJqrL?usp=drive_link,90NX08Z1-M001A0,ASUS ExpertBook BG1 (i5-1334U/16GB/512GB/Win 11 Home/BG1409CVA),Intel® Core™ i5-1334U 1.3 GHz,Intel Iris Xᵉ Graphics (available for Intel® Core™ i5/i7/i9 with dual channel memory),Windows 11 Home,M365 FREE TRIAL 30D(WW),"14""",FHD 1920X1080 16:9,300nits,DDR5 16GB,512GB 2280 PCIE G4 SSD,"2x USB 3.2 Gen 1 Type-A
2x USB 3.2 Gen 2 Type-C support display / power delivery
1x HDMI 1.4
1x 3.5mm Combo Audio Jack
1x RJ45 Gigabit Ethernet",1.407 Kg,32.45 x 21.44 x 1.97 ~ 1.97 cm,"2x DDR5 SO-DIMM slots
1x M.2 2230 PCIe 4.0x4
1x M.2 2280 PCIe 4.0x4","Backpack
Carry bag
USB-C to USB-C cable",50WHrs,"TYPE-C, 65W AC Adapter",W/FINGERPRINT
90NX08Z1-M001B0,BG1409CVA-S65150X,ASUS ExpertBook BG1,Trusted by IT Experts. Built for Worry-Free Business.,"- Dual USB-C (PD/DP) with RJ-45, HDMI, USB-A—one cable powers and displays
- Tool-less access to an open SO-DIMM and M.2 slot enables rapid RAM or SSD upgrades
- 3-year warranty plus MIL-STD-810H toughness ensure built-in long-term reliability",0,90NX08Z1-M001B0,ASUS ExpertBook BG1 (i5-1334U/16GB/512GB/Win 11 Pro/BG1409CVA),Intel® Core™ i5-1334U 1.3 GHz,Intel Iris Xᵉ Graphics (available for Intel® Core™ i5/i7/i9 with dual channel memory),Windows 11 Pro,M365 FREE TRIAL 30D(WW),"14""",FHD 1920X1080 16:9,300nits,DDR5 16GB,512GB 2280 PCIE G4 SSD,"2x USB 3.2 Gen 1 Type-A
2x USB 3.2 Gen 2 Type-C support display / power delivery
1x HDMI 1.4
1x 3.5mm Combo Audio Jack
1x RJ45 Gigabit Ethernet",1.407 Kg,32.45 x 21.44 x 1.97 ~ 1.97 cm,"2x DDR5 SO-DIMM slots
1x M.2 2230 PCIe 4.0x4
1x M.2 2280 PCIe 4.0x4","Backpack
Carry bag
USB-C to USB-C cable",50WHrs,"TYPE-C, 65W AC Adapter",W/FINGERPRINT
90NX08Z1-M001D0,BG1409CVA-S67850W,ASUS ExpertBook BG1,Trusted by IT Experts. Built for Worry-Free Business.,"- Dual USB-C (PD/DP) with RJ-45, HDMI, USB-A—one cable powers and displays
- Tool-less access to an open SO-DIMM and M.2 slot enables rapid RAM or SSD upgrades
- 3-year warranty plus MIL-STD-810H toughness ensure built-in long-term reliability",https://drive.google.com/drive/folders/1doOTPtdIYhxgXrNArRsRrGOx_SanXYtN?usp=drive_link,90NX08Z1-M001D0,ASUS ExpertBook BG1 (i7-1355U/8GB/512GB/Win 11 Home/BG1409CVA),Intel® Core™ i7-1355U 1.7 GHz,Intel® UHD Graphics,Windows 11 Home,M365 FREE TRIAL 30D(WW),"14""",FHD 1920X1080 16:9,300nits,DDR5 8GB,512GB 2280 PCIE G4 SSD,"2x USB 3.2 Gen 1 Type-A
2x USB 3.2 Gen 2 Type-C support display / power delivery
1x HDMI 1.4
1x 3.5mm Combo Audio Jack
1x RJ45 Gigabit Ethernet",1.407 Kg,32.45 x 21.44 x 1.97 ~ 1.97 cm,"2x DDR5 SO-DIMM slots
1x M.2 2230 PCIe 4.0x4
1x M.2 2280 PCIe 4.0x4","Backpack
Carry bag
USB-C to USB-C cable",50WHrs,"TYPE-C, 65W AC Adapter",W/FINGERPRINT
90NX08Z1-M001E0,BG1409CVA-S67850X,ASUS ExpertBook BG1,Trusted by IT Experts. Built for Worry-Free Business.,"- Dual USB-C (PD/DP) with RJ-45, HDMI, USB-A—one cable powers and displays
- Tool-less access to an open SO-DIMM and M.2 slot enables rapid RAM or SSD upgrades
- 3-year warranty plus MIL-STD-810H toughness ensure built-in long-term reliability",0,90NX08Z1-M001E0,ASUS ExpertBook BG1 (i7-1355U/8GB/512GB/Win 11 Pro/BG1409CVA),Intel® Core™ i7-1355U 1.7 GHz,Intel® UHD Graphics,Windows 11 Pro,M365 FREE TRIAL 30D(WW),"14""",FHD 1920X1080 16:9,300nits,DDR5 8GB,512GB 2280 PCIE G4 SSD,"2x USB 3.2 Gen 1 Type-A
2x USB 3.2 Gen 2 Type-C support display / power delivery
1x HDMI 1.4
1x 3.5mm Combo Audio Jack
1x RJ45 Gigabit Ethernet",1.407 Kg,32.45 x 21.44 x 1.97 ~ 1.97 cm,"2x DDR5 SO-DIMM slots
1x M.2 2230 PCIe 4.0x4
1x M.2 2280 PCIe 4.0x4","Backpack
Carry bag
USB-C to USB-C cable",50WHrs,"TYPE-C, 65W AC Adapter",W/FINGERPRINT
90NX08Z1-M001F0,BG1409CVA-S67150W,ASUS ExpertBook BG1,Trusted by IT Experts. Built for Worry-Free Business.,"- Dual USB-C (PD/DP) with RJ-45, HDMI, USB-A—one cable powers and displays
- Tool-less access to an open SO-DIMM and M.2 slot enables rapid RAM or SSD upgrades
- 3-year warranty plus MIL-STD-810H toughness ensure built-in long-term reliability",https://drive.google.com/drive/folders/16X1B5EeAnauCyYnjnSp9MSbljj26xL5I?usp=drive_link,90NX08Z1-M001F0,ASUS ExpertBook BG1 (i7-1355U/16GB/512GB/Win 11 Home/BG1409CVA),Intel® Core™ i7-1355U 1.7 GHz,Intel Iris Xᵉ Graphics (available for Intel® Core™ i5/i7/i9 with dual channel memory),Windows 11 Home,M365 FREE TRIAL 30D(WW),"14""",FHD 1920X1080 16:9,300nits,DDR5 16GB,512GB 2280 PCIE G4 SSD,"2x USB 3.2 Gen 1 Type-A
2x USB 3.2 Gen 2 Type-C support display / power delivery
1x HDMI 1.4
1x 3.5mm Combo Audio Jack
1x RJ45 Gigabit Ethernet",1.407 Kg,32.45 x 21.44 x 1.97 ~ 1.97 cm,"2x DDR5 SO-DIMM slots
1x M.2 2230 PCIe 4.0x4
1x M.2 2280 PCIe 4.0x4","Backpack
Carry bag
USB-C to USB-C cable",50WHrs,"TYPE-C, 65W AC Adapter",W/FINGERPRINT
90NX08Z1-M001H0,BG1409CVA-S67150X,ASUS ExpertBook BG1,Trusted by IT Experts. Built for Worry-Free Business.,"- Dual USB-C (PD/DP) with RJ-45, HDMI, USB-A—one cable powers and displays
- Tool-less access to an open SO-DIMM and M.2 slot enables rapid RAM or SSD upgrades
- 3-year warranty plus MIL-STD-810H toughness ensure built-in long-term reliability",0,90NX08Z1-M001H0,ASUS ExpertBook BG1 (i7-1355U/16GB/512GB/Win 11 Pro/BG1409CVA),Intel® Core™ i7-1355U 1.7 GHz,Intel Iris Xᵉ Graphics (available for Intel® Core™ i5/i7/i9 with dual channel memory),Windows 11 Pro,M365 FREE TRIAL 30D(WW),"14""",FHD 1920X1080 16:9,300nits,DDR5 16GB,512GB 2280 PCIE G4 SSD,"2x USB 3.2 Gen 1 Type-A
2x USB 3.2 Gen 2 Type-C support display / power delivery
1x HDMI 1.4
1x 3.5mm Combo Audio Jack
1x RJ45 Gigabit Ethernet",1.407 Kg,32.45 x 21.44 x 1.97 ~ 1.97 cm,"2x DDR5 SO-DIMM slots
1x M.2 2230 PCIe 4.0x4
1x M.2 2280 PCIe 4.0x4","Backpack
Carry bag
USB-C to USB-C cable",50WHrs,"TYPE-C, 65W AC Adapter",W/FINGERPRINT
90NX08Z1-M001L0,BG1409CVA-S67110W,ASUS ExpertBook BG1,Trusted by IT Experts. Built for Worry-Free Business.,"- Dual USB-C (PD/DP) with RJ-45, HDMI, USB-A—one cable powers and displays
- Tool-less access to an open SO-DIMM and M.2 slot enables rapid RAM or SSD upgrades
- 3-year warranty plus MIL-STD-810H toughness ensure built-in long-term reliability",https://drive.google.com/drive/folders/1_P9IebbgA0f5l1zXB4UwO2nMqKsKzT7p?usp=drive_link,90NX08Z1-M001L0,ASUS ExpertBook BG1 (i7-1355U/16GB/1TB/Win 11 Home/BG1409CVA),Intel® Core™ i7-1355U 1.7 GHz,Intel Iris Xᵉ Graphics (available for Intel® Core™ i5/i7/i9 with dual channel memory),Windows 11 Home,M365 FREE TRIAL 30D(WW),"14""",FHD 1920X1080 16:9,300nits,DDR5 16GB,1TB 2280 PCIE G4 SSD,"2x USB 3.2 Gen 1 Type-A
2x USB 3.2 Gen 2 Type-C support display / power delivery
1x HDMI 1.4
1x 3.5mm Combo Audio Jack
1x RJ45 Gigabit Ethernet",1.407 Kg,32.45 x 21.44 x 1.97 ~ 1.97 cm,"2x DDR5 SO-DIMM slots
1x M.2 2230 PCIe 4.0x4
1x M.2 2280 PCIe 4.0x4","Backpack
Carry bag
USB-C to USB-C cable",50WHrs,"TYPE-C, 65W AC Adapter",W/FINGERPRINT
90NX08Z1-M001M0,BG1409CVA-S67110X,ASUS ExpertBook BG1,Trusted by IT Experts. Built for Worry-Free Business.,"- Dual USB-C (PD/DP) with RJ-45, HDMI, USB-A—one cable powers and displays
- Tool-less access to an open SO-DIMM and M.2 slot enables rapid RAM or SSD upgrades
- 3-year warranty plus MIL-STD-810H toughness ensure built-in long-term reliability",https://drive.google.com/drive/folders/1VEgk1dU8LZ4NJp_8njiV72udvFp8RmNj?usp=drive_link,90NX08Z1-M001M0,ASUS ExpertBook BG1 (i7-1355U/16GB/1TB/Win 11 Pro/BG1409CVA),Intel® Core™ i7-1355U 1.7 GHz,Intel Iris Xᵉ Graphics (available for Intel® Core™ i5/i7/i9 with dual channel memory),Windows 11 Pro,M365 FREE TRIAL 30D(WW),"14""",FHD 1920X1080 16:9,300nits,DDR5 16GB,1TB 2280 PCIE G4 SSD,"2x USB 3.2 Gen 1 Type-A
2x USB 3.2 Gen 2 Type-C support display / power delivery
1x HDMI 1.4
1x 3.5mm Combo Audio Jack
1x RJ45 Gigabit Ethernet",1.407 Kg,32.45 x 21.44 x 1.97 ~ 1.97 cm,"2x DDR5 SO-DIMM slots
1x M.2 2230 PCIe 4.0x4
1x M.2 2280 PCIe 4.0x4","Backpack
Carry bag
USB-C to USB-C cable",50WHrs,"TYPE-C, 65W AC Adapter",W/FINGERPRINT
90NX08Z1-M001S0,BG1409CVA-S65851WR,ASUS ExpertBook BG1,Trusted by IT Experts. Built for Worry-Free Business.,"- Dual USB-C (PD/DP) with RJ-45, HDMI, USB-A—one cable powers and displays
- Tool-less access to an open SO-DIMM and M.2 slot enables rapid RAM or SSD upgrades
- 3-year warranty plus MIL-STD-810H toughness ensure built-in long-term reliability",0,90NX08Z1-M001S0,ASUS ExpertBook BG1 (Core 5 120U/DDR5 SO-DIMM/512GB//BG1409CVA),Intel® Core™ 5 120U 1.4 GHz,"Windows 11 Home - ASUS recommends Windows 11 Pro for business

* Windows 11 Home is available only as the Single Language edition. Learn more about Windows 11 Home Single language: https://support.microsoft.com/article/eaf060a6-3642-4612-6b75-b34e57a08abf",,Plastic,Not Found,NTSC: 45%,Anti-glare display,8GB DDR5 SO-DIMM,"512GB M.2 2280 NVMe™ PCIe® 4.0 SSD
SSD Housing for storage expansion",US MIL-STD 810H military-grade standard,0.87,#N/A,Plastic,LED Backlit,#VALUE!,Not Found,"2x DDR5 SO-DIMM slots
1x M.2 2230 PCIe 4.0x4
1x M.2 2280 PCIe 4.0x4"
90NX08Z1-M001T0,BG1409CVA-S65851XR,ASUS ExpertBook BG1,Trusted by IT Experts. Built for Worry-Free Business.,"- Dual USB-C (PD/DP) with RJ-45, HDMI, USB-A—one cable powers and displays
- Tool-less access to an open SO-DIMM and M.2 slot enables rapid RAM or SSD upgrades
- 3-year warranty plus MIL-STD-810H toughness ensure built-in long-term reliability",0,90NX08Z1-M001T0,ASUS ExpertBook BG1 (Core 5 120U/DDR5 SO-DIMM/512GB//BG1409CVA),Intel® Core™ 5 120U 1.4 GHz,Windows 11 Pro,,Plastic,Not Found,NTSC: 45%,Anti-glare display,8GB DDR5 SO-DIMM,"512GB M.2 2280 NVMe™ PCIe® 4.0 SSD
SSD Housing for storage expansion",US MIL-STD 810H military-grade standard,0.87,#N/A,Plastic,LED Backlit,#VALUE!,Not Found,"2x DDR5 SO-DIMM slots
1x M.2 2230 PCIe 4.0x4
1x M.2 2280 PCIe 4.0x4"
90NX08Z1-M001U0,BG1409CVA-S65151XR,ASUS ExpertBook BG1,Trusted by IT Experts. Built for Worry-Free Business.,"- Dual USB-C (PD/DP) with RJ-45, HDMI, USB-A—one cable powers and displays
- Tool-less access to an open SO-DIMM and M.2 slot enables rapid RAM or SSD upgrades
- 3-year warranty plus MIL-STD-810H toughness ensure built-in long-term reliability",0,90NX08Z1-M001U0,ASUS ExpertBook BG1 (Core 5 120U/DDR5 SO-DIMM *2/512GB//BG1409CVA),Intel® Core™ 5 120U 1.4 GHz,Windows 11 Pro,,Plastic,Not Found,NTSC: 45%,Anti-glare display,8GB DDR5 SO-DIMM *2,"512GB M.2 2280 NVMe™ PCIe® 4.0 SSD
SSD Housing for storage expansion",US MIL-STD 810H military-grade standard,0.87,#N/A,Plastic,LED Backlit,#VALUE!,Not Found,"2x DDR5 SO-DIMM slots
1x M.2 2230 PCIe 4.0x4
1x M.2 2280 PCIe 4.0x4"
90NX08Z1-M001V0,BG1409CVA-S65151WR,ASUS ExpertBook BG1,Trusted by IT Experts. Built for Worry-Free Business.,"- Dual USB-C (PD/DP) with RJ-45, HDMI, USB-A—one cable powers and displays
- Tool-less access to an open SO-DIMM and M.2 slot enables rapid RAM or SSD upgrades
- 3-year warranty plus MIL-STD-810H toughness ensure built-in long-term reliability",0,90NX08Z1-M001V0,ASUS ExpertBook BG1 (Core 5 120U/DDR5 SO-DIMM *2/512GB//BG1409CVA),Intel® Core™ 5 120U 1.4 GHz,"Windows 11 Home - ASUS recommends Windows 11 Pro for business

* Windows 11 Home is available only as the Single Language edition. Learn more about Windows 11 Home Single language: https://support.microsoft.com/article/eaf060a6-3642-4612-6b75-b34e57a08abf",,Plastic,Not Found,NTSC: 45%,Anti-glare display,8GB DDR5 SO-DIMM *2,"512GB M.2 2280 NVMe™ PCIe® 4.0 SSD
SSD Housing for storage expansion",US MIL-STD 810H military-grade standard,0.87,#N/A,Plastic,LED Backlit,#VALUE!,Not Found,"2x DDR5 SO-DIMM slots
1x M.2 2230 PCIe 4.0x4
1x M.2 2280 PCIe 4.0x4"
90NX08Z1-M001W0,BG1409CVA-S67851WR,ASUS ExpertBook BG1,Trusted by IT Experts. Built for Worry-Free Business.,"- Dual USB-C (PD/DP) with RJ-45, HDMI, USB-A—one cable powers and displays
- Tool-less access to an open SO-DIMM and M.2 slot enables rapid RAM or SSD upgrades
- 3-year warranty plus MIL-STD-810H toughness ensure built-in long-term reliability",0,90NX08Z1-M001W0,ASUS ExpertBook BG1 (Core 7 150U/DDR5 SO-DIMM/512GB//BG1409CVA),Intel® Core™ 7 150U 1.8 GHz,"Windows 11 Home - ASUS recommends Windows 11 Pro for business

* Windows 11 Home is available only as the Single Language edition. Learn more about Windows 11 Home Single language: https://support.microsoft.com/article/eaf060a6-3642-4612-6b75-b34e57a08abf",,Plastic,Not Found,NTSC: 45%,Anti-glare display,8GB DDR5 SO-DIMM,"512GB M.2 2280 NVMe™ PCIe® 4.0 SSD
SSD Housing for storage expansion",US MIL-STD 810H military-grade standard,0.87,#N/A,Plastic,LED Backlit,#VALUE!,Not Found,"2x DDR5 SO-DIMM slots
1x M.2 2230 PCIe 4.0x4
1x M.2 2280 PCIe 4.0x4"
90NX08Z1-M001X0,BG1409CVA-S67851XR,ASUS ExpertBook BG1,Trusted by IT Experts. Built for Worry-Free Business.,"- Dual USB-C (PD/DP) with RJ-45, HDMI, USB-A—one cable powers and displays
- Tool-less access to an open SO-DIMM and M.2 slot enables rapid RAM or SSD upgrades
- 3-year warranty plus MIL-STD-810H toughness ensure built-in long-term reliability",0,90NX08Z1-M001X0,ASUS ExpertBook BG1 (Core 7 150U/DDR5 SO-DIMM/512GB//BG1409CVA),Intel® Core™ 7 150U 1.8 GHz,Windows 11 Pro,,Plastic,Not Found,NTSC: 45%,Anti-glare display,8GB DDR5 SO-DIMM,"512GB M.2 2280 NVMe™ PCIe® 4.0 SSD
SSD Housing for storage expansion",US MIL-STD 810H military-grade standard,0.87,#N/A,Plastic,LED Backlit,#VALUE!,Not Found,"2x DDR5 SO-DIMM slots
1x M.2 2230 PCIe 4.0x4
1x M.2 2280 PCIe 4.0x4"
90NX08Z1-M001Y0,BG1409CVA-S67151XR,ASUS ExpertBook BG1,Trusted by IT Experts. Built for Worry-Free Business.,"- Dual USB-C (PD/DP) with RJ-45, HDMI, USB-A—one cable powers and displays
- Tool-less access to an open SO-DIMM and M.2 slot enables rapid RAM or SSD upgrades
- 3-year warranty plus MIL-STD-810H toughness ensure built-in long-term reliability",0,90NX08Z1-M001Y0,ASUS ExpertBook BG1 (Core 7 150U/DDR5 SO-DIMM *2/512GB//BG1409CVA),Intel® Core™ 7 150U 1.8 GHz,Windows 11 Pro,,Plastic,Not Found,NTSC: 45%,Anti-glare display,8GB DDR5 SO-DIMM *2,"512GB M.2 2280 NVMe™ PCIe® 4.0 SSD
SSD Housing for storage expansion",US MIL-STD 810H military-grade standard,0.87,#N/A,Plastic,LED Backlit,#VALUE!,Not Found,"2x DDR5 SO-DIMM slots
1x M.2 2230 PCIe 4.0x4
1x M.2 2280 PCIe 4.0x4"
90NX08Z1-M001Z0,BG1409CVA-S67151WR,ASUS ExpertBook BG1,Trusted by IT Experts. Built for Worry-Free Business.,"- Dual USB-C (PD/DP) with RJ-45, HDMI, USB-A—one cable powers and displays
- Tool-less access to an open SO-DIMM and M.2 slot enables rapid RAM or SSD upgrades
- 3-year warranty plus MIL-STD-810H toughness ensure built-in long-term reliability",0,90NX08Z1-M001Z0,ASUS ExpertBook BG1 (Core 7 150U/DDR5 SO-DIMM *2/512GB//BG1409CVA),Intel® Core™ 7 150U 1.8 GHz,"Windows 11 Home - ASUS recommends Windows 11 Pro for business

* Windows 11 Home is available only as the Single Language edition. Learn more about Windows 11 Home Single language: https://support.microsoft.com/article/eaf060a6-3642-4612-6b75-b34e57a08abf",,Plastic,Not Found,NTSC: 45%,Anti-glare display,8GB DDR5 SO-DIMM *2,"512GB M.2 2280 NVMe™ PCIe® 4.0 SSD
SSD Housing for storage expansion",US MIL-STD 810H military-grade standard,0.87,#N/A,Plastic,LED Backlit,#VALUE!,Not Found,"2x DDR5 SO-DIMM slots
1x M.2 2230 PCIe 4.0x4
1x M.2 2280 PCIe 4.0x4"
90NX08Z1-M00200,BG1409CVA-S67111WR,ASUS ExpertBook BG1,Trusted by IT Experts. Built for Worry-Free Business.,"- Dual USB-C (PD/DP) with RJ-45, HDMI, USB-A—one cable powers and displays
- Tool-less access to an open SO-DIMM and M.2 slot enables rapid RAM or SSD upgrades
- 3-year warranty plus MIL-STD-810H toughness ensure built-in long-term reliability",0,90NX08Z1-M00200,ASUS ExpertBook BG1 (Core 7 150U/DDR5 SO-DIMM *2/512GB//BG1409CVA),Intel® Core™ 7 150U 1.8 GHz,"Windows 11 Home - ASUS recommends Windows 11 Pro for business

* Windows 11 Home is available only as the Single Language edition. Learn more about Windows 11 Home Single language: https://support.microsoft.com/article/eaf060a6-3642-4612-6b75-b34e57a08abf",,Plastic,Not Found,NTSC: 45%,Anti-glare display,8GB DDR5 SO-DIMM *2,512GB M.2 2280 NVMe™ PCIe® 4.0 SSD + 512GB M.2 2230 NVMe™ PCIe® 4.0 SSD(RAID0),US MIL-STD 810H military-grade standard,0.87,#N/A,Plastic,LED Backlit,#VALUE!,Not Found,"2x DDR5 SO-DIMM slots
1x M.2 2230 PCIe 4.0x4
1x M.2 2280 PCIe 4.0x4"
90NX08Z1-M00210,BG1409CVA-S67111XR,ASUS ExpertBook BG1,Trusted by IT Experts. Built for Worry-Free Business.,"- Dual USB-C (PD/DP) with RJ-45, HDMI, USB-A—one cable powers and displays
- Tool-less access to an open SO-DIMM and M.2 slot enables rapid RAM or SSD upgrades
- 3-year warranty plus MIL-STD-810H toughness ensure built-in long-term reliability",0,90NX08Z1-M00210,ASUS ExpertBook BG1 (Core 7 150U/DDR5 SO-DIMM *2/512GB//BG1409CVA),Intel® Core™ 7 150U 1.8 GHz,Windows 11 Pro,,Plastic,Not Found,NTSC: 45%,Anti-glare display,8GB DDR5 SO-DIMM *2,512GB M.2 2280 NVMe™ PCIe® 4.0 SSD + 512GB M.2 2230 NVMe™ PCIe® 4.0 SSD(RAID0),US MIL-STD 810H military-grade standard,0.87,#N/A,Plastic,LED Backlit,#VALUE!,Not Found,"2x DDR5 SO-DIMM slots
1x M.2 2230 PCIe 4.0x4
1x M.2 2280 PCIe 4.0x4"
90NX08Z1-M00260,BG1409CVA-S63850WR,ASUS ExpertBook BG1,Trusted by IT Experts. Built for Worry-Free Business.,"- Dual USB-C (PD/DP) with RJ-45, HDMI, USB-A—one cable powers and displays
- Tool-less access to an open SO-DIMM and M.2 slot enables rapid RAM or SSD upgrades
- 3-year warranty plus MIL-STD-810H toughness ensure built-in long-term reliability",0,90NX08Z1-M00260,ASUS ExpertBook BG1 (Core 3 100U/DDR5 SO-DIMM/512GB//BG1409CVA),Intel® Core™ 3 100U 1.2 GHz,"Windows 11 Home - ASUS recommends Windows 11 Pro for business

* Windows 11 Home is available only as the Single Language edition. Learn more about Windows 11 Home Single language: https://support.microsoft.com/article/eaf060a6-3642-4612-6b75-b34e57a08abf",,Plastic,Not Found,NTSC: 45%,Anti-glare display,8GB DDR5 SO-DIMM,"512GB M.2 2280 NVMe™ PCIe® 4.0 SSD
SSD Housing for storage expansion",US MIL-STD 810H military-grade standard,0.87,#N/A,Plastic,LED Backlit,#VALUE!,Not Found,"2x DDR5 SO-DIMM slots
1x M.2 2230 PCIe 4.0x4
1x M.2 2280 PCIe 4.0x4"
